"","country","ISO","item","model"
"23915","Democratic Republic of the Congo","COD","Honey","fabio"
"23916","Democratic Republic of the Congo","COD","Silk","fabio"
"23917","Democratic Republic of the Congo","COD","Fish, Seafood","fabio"
"23918","Democratic Republic of the Congo","COD","Wood fuel","fabio"
"23919","Democratic Republic of the Congo","COD","Industrial roundwood, coniferous","fabio"
"23920","Democratic Republic of the Congo","COD","Industrial roundwood, non-coniferous","fabio"
"23921","Zambia","ZMB","Rice (Milled Equivalent)","fabio"
"23922","Zambia","ZMB","Wheat and products","fabio"
"23923","Zambia","ZMB","Barley and products","fabio"
"23924","Zambia","ZMB","Maize and products","fabio"
"23925","Zambia","ZMB","Rye and products","fabio"
"23926","Zambia","ZMB","Oats","fabio"
"23927","Zambia","ZMB","Millet and products","fabio"
"23928","Zambia","ZMB","Sorghum and products","fabio"
"23929","Zambia","ZMB","Cereals, Other","fabio"
"23930","Zambia","ZMB","Potatoes and products","fabio"
"23931","Zambia","ZMB","Cassava and products","fabio"
"23932","Zambia","ZMB","Sweet potatoes","fabio"
"23933","Zambia","ZMB","Roots, Other","fabio"
"23934","Zambia","ZMB","Yams","fabio"
"23935","Zambia","ZMB","Sugar cane","fabio"
"23936","Zambia","ZMB","Sugar beet","fabio"
"23937","Zambia","ZMB","Beans","fabio"
"23938","Zambia","ZMB","Peas","fabio"
"23939","Zambia","ZMB","Pulses, Other and products","fabio"
"23940","Zambia","ZMB","Nuts and products","fabio"
"23941","Zambia","ZMB","Soyabeans","fabio"
"23942","Zambia","ZMB","Groundnuts (Shelled Eq)","fabio"
"23943","Zambia","ZMB","Sunflower seed","fabio"
"23944","Zambia","ZMB","Rape and Mustardseed","fabio"
"23945","Zambia","ZMB","Seed cotton","fabio"
"23946","Zambia","ZMB","Coconuts - Incl Copra","fabio"
"23947","Zambia","ZMB","Sesame seed","fabio"
"23948","Zambia","ZMB","Oil, palm fruit","fabio"
"23949","Zambia","ZMB","Olives (including preserved)","fabio"
"23950","Zambia","ZMB","Oilcrops, Other","fabio"
"23951","Zambia","ZMB","Tomatoes and products","fabio"
"23952","Zambia","ZMB","Onions","fabio"
"23953","Zambia","ZMB","Vegetables, Other","fabio"
"23954","Zambia","ZMB","Oranges, Mandarines","fabio"
"23955","Zambia","ZMB","Lemons, Limes and products","fabio"
"23956","Zambia","ZMB","Grapefruit and products","fabio"
"23957","Zambia","ZMB","Citrus, Other","fabio"
"23958","Zambia","ZMB","Bananas","fabio"
"23959","Zambia","ZMB","Plantains","fabio"
"23960","Zambia","ZMB","Apples and products","fabio"
"23961","Zambia","ZMB","Pineapples and products","fabio"
"23962","Zambia","ZMB","Dates","fabio"
"23963","Zambia","ZMB","Grapes and products (excl wine)","fabio"
"23964","Zambia","ZMB","Fruits, Other","fabio"
"23965","Zambia","ZMB","Coffee and products","fabio"
"23966","Zambia","ZMB","Cocoa Beans and products","fabio"
"23967","Zambia","ZMB","Tea (including mate)","fabio"
"23968","Zambia","ZMB","Hops","fabio"
"23969","Zambia","ZMB","Pepper","fabio"
"23970","Zambia","ZMB","Pimento","fabio"
"23971","Zambia","ZMB","Cloves","fabio"
"23972","Zambia","ZMB","Spices, Other","fabio"
"23973","Zambia","ZMB","Jute","fabio"
"23974","Zambia","ZMB","Jute-Like Fibres","fabio"
"23975","Zambia","ZMB","Soft-Fibres, Other","fabio"
"23976","Zambia","ZMB","Sisal","fabio"
"23977","Zambia","ZMB","Abaca","fabio"
"23978","Zambia","ZMB","Hard Fibres, Other","fabio"
"23979","Zambia","ZMB","Tobacco","fabio"
"23980","Zambia","ZMB","Rubber","fabio"
"23981","Zambia","ZMB","Fodder crops","fabio"
"23982","Zambia","ZMB","Grazing","fabio"
"23983","Zambia","ZMB","Cottonseed","fabio"
"23984","Zambia","ZMB","Palm kernels","fabio"
"23985","Zambia","ZMB","Sugar non-centrifugal","fabio"
"23986","Zambia","ZMB","Molasses","fabio"
"23987","Zambia","ZMB","Sugar, Refined Equiv","fabio"
"23988","Zambia","ZMB","Sweeteners, Other","fabio"
"23989","Zambia","ZMB","Soyabean Oil","fabio"
"23990","Zambia","ZMB","Groundnut Oil","fabio"
"23991","Zambia","ZMB","Sunflowerseed Oil","fabio"
"23992","Zambia","ZMB","Rape and Mustard Oil","fabio"
"23993","Zambia","ZMB","Cottonseed Oil","fabio"
"23994","Zambia","ZMB","Palmkernel Oil","fabio"
"23995","Zambia","ZMB","Palm Oil","fabio"
"23996","Zambia","ZMB","Coconut Oil","fabio"
"23997","Zambia","ZMB","Sesameseed Oil","fabio"
"23998","Zambia","ZMB","Olive Oil","fabio"
"23999","Zambia","ZMB","Ricebran Oil","fabio"
"24000","Zambia","ZMB","Maize Germ Oil","fabio"
"24001","Zambia","ZMB","Oilcrops Oil, Other","fabio"
"24002","Zambia","ZMB","Soyabean Cake","fabio"
"24003","Zambia","ZMB","Groundnut Cake","fabio"
"24004","Zambia","ZMB","Sunflowerseed Cake","fabio"
"24005","Zambia","ZMB","Rape and Mustard Cake","fabio"
"24006","Zambia","ZMB","Cottonseed Cake","fabio"
"24007","Zambia","ZMB","Palmkernel Cake","fabio"
"24008","Zambia","ZMB","Copra Cake","fabio"
"24009","Zambia","ZMB","Sesameseed Cake","fabio"
"24010","Zambia","ZMB","Oilseed Cakes, Other","fabio"
"24011","Zambia","ZMB","Wine","fabio"
"24012","Zambia","ZMB","Beer","fabio"
"24013","Zambia","ZMB","Beverages, Fermented","fabio"
"24014","Zambia","ZMB","Beverages, Alcoholic","fabio"
"24015","Zambia","ZMB","Alcohol, Non-Food","fabio"
"24016","Zambia","ZMB","Cotton lint","fabio"
"24017","Zambia","ZMB","Cattle","fabio"
"24018","Zambia","ZMB","Buffaloes","fabio"
"24019","Zambia","ZMB","Sheep","fabio"
"24020","Zambia","ZMB","Goats","fabio"
"24021","Zambia","ZMB","Pigs","fabio"
"24022","Zambia","ZMB","Poultry Birds","fabio"
"24023","Zambia","ZMB","Horses","fabio"
"24024","Zambia","ZMB","Asses","fabio"
"24025","Zambia","ZMB","Mules","fabio"
"24026","Zambia","ZMB","Camels","fabio"
"24027","Zambia","ZMB","Camelids, other","fabio"
"24028","Zambia","ZMB","Rabbits and hares","fabio"
"24029","Zambia","ZMB","Rodents, other","fabio"
"24030","Zambia","ZMB","Live animals, other","fabio"
"24031","Zambia","ZMB","Milk - Excluding Butter","fabio"
"24032","Zambia","ZMB","Butter, Ghee","fabio"
"24033","Zambia","ZMB","Eggs","fabio"
"24034","Zambia","ZMB","Wool (Clean Eq.)","fabio"
"24035","Zambia","ZMB","Bovine Meat","fabio"
"24036","Zambia","ZMB","Mutton & Goat Meat","fabio"
"24037","Zambia","ZMB","Pigmeat","fabio"
"24038","Zambia","ZMB","Poultry Meat","fabio"
"24039","Zambia","ZMB","Meat, Other","fabio"
"24040","Zambia","ZMB","Offals, Edible","fabio"
"24041","Zambia","ZMB","Fats, Animals, Raw","fabio"
"24042","Zambia","ZMB","Hides and skins","fabio"
"24043","Zambia","ZMB","Meat Meal","fabio"
"24044","Zambia","ZMB","Pet food","fabio"
"24045","Zambia","ZMB","Honey","fabio"
"24046","Zambia","ZMB","Silk","fabio"
"24047","Zambia","ZMB","Fish, Seafood","fabio"
"24048","Zambia","ZMB","Wood fuel","fabio"
"24049","Zambia","ZMB","Industrial roundwood, coniferous","fabio"
"24050","Zambia","ZMB","Industrial roundwood, non-coniferous","fabio"
"24051","Belgium","BEL","Rice (Milled Equivalent)","fabio"
"24052","Belgium","BEL","Wheat and products","fabio"
"24053","Belgium","BEL","Barley and products","fabio"
"24054","Belgium","BEL","Maize and products","fabio"
"24055","Belgium","BEL","Rye and products","fabio"
"24056","Belgium","BEL","Oats","fabio"
"24057","Belgium","BEL","Millet and products","fabio"
"24058","Belgium","BEL","Sorghum and products","fabio"
"24059","Belgium","BEL","Cereals, Other","fabio"
"24060","Belgium","BEL","Potatoes and products","fabio"
"24061","Belgium","BEL","Cassava and products","fabio"
"24062","Belgium","BEL","Sweet potatoes","fabio"
"24063","Belgium","BEL","Roots, Other","fabio"
"24064","Belgium","BEL","Yams","fabio"
"24065","Belgium","BEL","Sugar cane","fabio"
"24066","Belgium","BEL","Sugar beet","fabio"
"24067","Belgium","BEL","Beans","fabio"
"24068","Belgium","BEL","Peas","fabio"
"24069","Belgium","BEL","Pulses, Other and products","fabio"
"24070","Belgium","BEL","Nuts and products","fabio"
"24071","Belgium","BEL","Soyabeans","fabio"
"24072","Belgium","BEL","Groundnuts (Shelled Eq)","fabio"
"24073","Belgium","BEL","Sunflower seed","fabio"
"24074","Belgium","BEL","Rape and Mustardseed","fabio"
"24075","Belgium","BEL","Seed cotton","fabio"
"24076","Belgium","BEL","Coconuts - Incl Copra","fabio"
"24077","Belgium","BEL","Sesame seed","fabio"
"24078","Belgium","BEL","Oil, palm fruit","fabio"
"24079","Belgium","BEL","Olives (including preserved)","fabio"
"24080","Belgium","BEL","Oilcrops, Other","fabio"
"24081","Belgium","BEL","Tomatoes and products","fabio"
"24082","Belgium","BEL","Onions","fabio"
"24083","Belgium","BEL","Vegetables, Other","fabio"
"24084","Belgium","BEL","Oranges, Mandarines","fabio"
"24085","Belgium","BEL","Lemons, Limes and products","fabio"
"24086","Belgium","BEL","Grapefruit and products","fabio"
"24087","Belgium","BEL","Citrus, Other","fabio"
"24088","Belgium","BEL","Bananas","fabio"
"24089","Belgium","BEL","Plantains","fabio"
"24090","Belgium","BEL","Apples and products","fabio"
"24091","Belgium","BEL","Pineapples and products","fabio"
"24092","Belgium","BEL","Dates","fabio"
"24093","Belgium","BEL","Grapes and products (excl wine)","fabio"
"24094","Belgium","BEL","Fruits, Other","fabio"
"24095","Belgium","BEL","Coffee and products","fabio"
"24096","Belgium","BEL","Cocoa Beans and products","fabio"
"24097","Belgium","BEL","Tea (including mate)","fabio"
"24098","Belgium","BEL","Hops","fabio"
"24099","Belgium","BEL","Pepper","fabio"
"24100","Belgium","BEL","Pimento","fabio"
"24101","Belgium","BEL","Cloves","fabio"
"24102","Belgium","BEL","Spices, Other","fabio"
"24103","Belgium","BEL","Jute","fabio"
"24104","Belgium","BEL","Jute-Like Fibres","fabio"
"24105","Belgium","BEL","Soft-Fibres, Other","fabio"
"24106","Belgium","BEL","Sisal","fabio"
"24107","Belgium","BEL","Abaca","fabio"
"24108","Belgium","BEL","Hard Fibres, Other","fabio"
"24109","Belgium","BEL","Tobacco","fabio"
"24110","Belgium","BEL","Rubber","fabio"
"24111","Belgium","BEL","Fodder crops","fabio"
"24112","Belgium","BEL","Grazing","fabio"
"24113","Belgium","BEL","Cottonseed","fabio"
"24114","Belgium","BEL","Palm kernels","fabio"
"24115","Belgium","BEL","Sugar non-centrifugal","fabio"
"24116","Belgium","BEL","Molasses","fabio"
"24117","Belgium","BEL","Sugar, Refined Equiv","fabio"
"24118","Belgium","BEL","Sweeteners, Other","fabio"
"24119","Belgium","BEL","Soyabean Oil","fabio"
"24120","Belgium","BEL","Groundnut Oil","fabio"
"24121","Belgium","BEL","Sunflowerseed Oil","fabio"
"24122","Belgium","BEL","Rape and Mustard Oil","fabio"
"24123","Belgium","BEL","Cottonseed Oil","fabio"
"24124","Belgium","BEL","Palmkernel Oil","fabio"
"24125","Belgium","BEL","Palm Oil","fabio"
"24126","Belgium","BEL","Coconut Oil","fabio"
"24127","Belgium","BEL","Sesameseed Oil","fabio"
"24128","Belgium","BEL","Olive Oil","fabio"
"24129","Belgium","BEL","Ricebran Oil","fabio"
"24130","Belgium","BEL","Maize Germ Oil","fabio"
"24131","Belgium","BEL","Oilcrops Oil, Other","fabio"
"24132","Belgium","BEL","Soyabean Cake","fabio"
"24133","Belgium","BEL","Groundnut Cake","fabio"
"24134","Belgium","BEL","Sunflowerseed Cake","fabio"
"24135","Belgium","BEL","Rape and Mustard Cake","fabio"
"24136","Belgium","BEL","Cottonseed Cake","fabio"
"24137","Belgium","BEL","Palmkernel Cake","fabio"
"24138","Belgium","BEL","Copra Cake","fabio"
"24139","Belgium","BEL","Sesameseed Cake","fabio"
"24140","Belgium","BEL","Oilseed Cakes, Other","fabio"
"24141","Belgium","BEL","Wine","fabio"
"24142","Belgium","BEL","Beer","fabio"
"24143","Belgium","BEL","Beverages, Fermented","fabio"
"24144","Belgium","BEL","Beverages, Alcoholic","fabio"
"24145","Belgium","BEL","Alcohol, Non-Food","fabio"
"24146","Belgium","BEL","Cotton lint","fabio"
"24147","Belgium","BEL","Cattle","fabio"
"24148","Belgium","BEL","Buffaloes","fabio"
"24149","Belgium","BEL","Sheep","fabio"
"24150","Belgium","BEL","Goats","fabio"
"24151","Belgium","BEL","Pigs","fabio"
"24152","Belgium","BEL","Poultry Birds","fabio"
"24153","Belgium","BEL","Horses","fabio"
"24154","Belgium","BEL","Asses","fabio"
"24155","Belgium","BEL","Mules","fabio"
"24156","Belgium","BEL","Camels","fabio"
"24157","Belgium","BEL","Camelids, other","fabio"
"24158","Belgium","BEL","Rabbits and hares","fabio"
"24159","Belgium","BEL","Rodents, other","fabio"
"24160","Belgium","BEL","Live animals, other","fabio"
"24161","Belgium","BEL","Milk - Excluding Butter","fabio"
"24162","Belgium","BEL","Butter, Ghee","fabio"
"24163","Belgium","BEL","Eggs","fabio"
"24164","Belgium","BEL","Wool (Clean Eq.)","fabio"
"24165","Belgium","BEL","Bovine Meat","fabio"
"24166","Belgium","BEL","Mutton & Goat Meat","fabio"
"24167","Belgium","BEL","Pigmeat","fabio"
"24168","Belgium","BEL","Poultry Meat","fabio"
"24169","Belgium","BEL","Meat, Other","fabio"
"24170","Belgium","BEL","Offals, Edible","fabio"
"24171","Belgium","BEL","Fats, Animals, Raw","fabio"
"24172","Belgium","BEL","Hides and skins","fabio"
"24173","Belgium","BEL","Meat Meal","fabio"
"24174","Belgium","BEL","Pet food","fabio"
"24175","Belgium","BEL","Honey","fabio"
"24176","Belgium","BEL","Silk","fabio"
"24177","Belgium","BEL","Fish, Seafood","fabio"
"24178","Belgium","BEL","Wood fuel","fabio"
"24179","Belgium","BEL","Industrial roundwood, coniferous","fabio"
"24180","Belgium","BEL","Industrial roundwood, non-coniferous","fabio"
"24181","Luxembourg","LUX","Rice (Milled Equivalent)","fabio"
"24182","Luxembourg","LUX","Wheat and products","fabio"
"24183","Luxembourg","LUX","Barley and products","fabio"
"24184","Luxembourg","LUX","Maize and products","fabio"
"24185","Luxembourg","LUX","Rye and products","fabio"
"24186","Luxembourg","LUX","Oats","fabio"
"24187","Luxembourg","LUX","Millet and products","fabio"
"24188","Luxembourg","LUX","Sorghum and products","fabio"
"24189","Luxembourg","LUX","Cereals, Other","fabio"
"24190","Luxembourg","LUX","Potatoes and products","fabio"
"24191","Luxembourg","LUX","Cassava and products","fabio"
"24192","Luxembourg","LUX","Sweet potatoes","fabio"
"24193","Luxembourg","LUX","Roots, Other","fabio"
"24194","Luxembourg","LUX","Yams","fabio"
"24195","Luxembourg","LUX","Sugar cane","fabio"
"24196","Luxembourg","LUX","Sugar beet","fabio"
"24197","Luxembourg","LUX","Beans","fabio"
"24198","Luxembourg","LUX","Peas","fabio"
"24199","Luxembourg","LUX","Pulses, Other and products","fabio"
"24200","Luxembourg","LUX","Nuts and products","fabio"
"24201","Luxembourg","LUX","Soyabeans","fabio"
"24202","Luxembourg","LUX","Groundnuts (Shelled Eq)","fabio"
"24203","Luxembourg","LUX","Sunflower seed","fabio"
"24204","Luxembourg","LUX","Rape and Mustardseed","fabio"
"24205","Luxembourg","LUX","Seed cotton","fabio"
"24206","Luxembourg","LUX","Coconuts - Incl Copra","fabio"
"24207","Luxembourg","LUX","Sesame seed","fabio"
"24208","Luxembourg","LUX","Oil, palm fruit","fabio"
"24209","Luxembourg","LUX","Olives (including preserved)","fabio"
"24210","Luxembourg","LUX","Oilcrops, Other","fabio"
"24211","Luxembourg","LUX","Tomatoes and products","fabio"
"24212","Luxembourg","LUX","Onions","fabio"
"24213","Luxembourg","LUX","Vegetables, Other","fabio"
"24214","Luxembourg","LUX","Oranges, Mandarines","fabio"
"24215","Luxembourg","LUX","Lemons, Limes and products","fabio"
"24216","Luxembourg","LUX","Grapefruit and products","fabio"
"24217","Luxembourg","LUX","Citrus, Other","fabio"
"24218","Luxembourg","LUX","Bananas","fabio"
"24219","Luxembourg","LUX","Plantains","fabio"
"24220","Luxembourg","LUX","Apples and products","fabio"
"24221","Luxembourg","LUX","Pineapples and products","fabio"
"24222","Luxembourg","LUX","Dates","fabio"
"24223","Luxembourg","LUX","Grapes and products (excl wine)","fabio"
"24224","Luxembourg","LUX","Fruits, Other","fabio"
"24225","Luxembourg","LUX","Coffee and products","fabio"
"24226","Luxembourg","LUX","Cocoa Beans and products","fabio"
"24227","Luxembourg","LUX","Tea (including mate)","fabio"
"24228","Luxembourg","LUX","Hops","fabio"
"24229","Luxembourg","LUX","Pepper","fabio"
"24230","Luxembourg","LUX","Pimento","fabio"
"24231","Luxembourg","LUX","Cloves","fabio"
"24232","Luxembourg","LUX","Spices, Other","fabio"
"24233","Luxembourg","LUX","Jute","fabio"
"24234","Luxembourg","LUX","Jute-Like Fibres","fabio"
"24235","Luxembourg","LUX","Soft-Fibres, Other","fabio"
"24236","Luxembourg","LUX","Sisal","fabio"
"24237","Luxembourg","LUX","Abaca","fabio"
"24238","Luxembourg","LUX","Hard Fibres, Other","fabio"
"24239","Luxembourg","LUX","Tobacco","fabio"
"24240","Luxembourg","LUX","Rubber","fabio"
"24241","Luxembourg","LUX","Fodder crops","fabio"
"24242","Luxembourg","LUX","Grazing","fabio"
"24243","Luxembourg","LUX","Cottonseed","fabio"
"24244","Luxembourg","LUX","Palm kernels","fabio"
"24245","Luxembourg","LUX","Sugar non-centrifugal","fabio"
"24246","Luxembourg","LUX","Molasses","fabio"
"24247","Luxembourg","LUX","Sugar, Refined Equiv","fabio"
"24248","Luxembourg","LUX","Sweeteners, Other","fabio"
"24249","Luxembourg","LUX","Soyabean Oil","fabio"
"24250","Luxembourg","LUX","Groundnut Oil","fabio"
"24251","Luxembourg","LUX","Sunflowerseed Oil","fabio"
"24252","Luxembourg","LUX","Rape and Mustard Oil","fabio"
"24253","Luxembourg","LUX","Cottonseed Oil","fabio"
"24254","Luxembourg","LUX","Palmkernel Oil","fabio"
"24255","Luxembourg","LUX","Palm Oil","fabio"
"24256","Luxembourg","LUX","Coconut Oil","fabio"
"24257","Luxembourg","LUX","Sesameseed Oil","fabio"
"24258","Luxembourg","LUX","Olive Oil","fabio"
"24259","Luxembourg","LUX","Ricebran Oil","fabio"
"24260","Luxembourg","LUX","Maize Germ Oil","fabio"
"24261","Luxembourg","LUX","Oilcrops Oil, Other","fabio"
"24262","Luxembourg","LUX","Soyabean Cake","fabio"
"24263","Luxembourg","LUX","Groundnut Cake","fabio"
"24264","Luxembourg","LUX","Sunflowerseed Cake","fabio"
"24265","Luxembourg","LUX","Rape and Mustard Cake","fabio"
"24266","Luxembourg","LUX","Cottonseed Cake","fabio"
"24267","Luxembourg","LUX","Palmkernel Cake","fabio"
"24268","Luxembourg","LUX","Copra Cake","fabio"
"24269","Luxembourg","LUX","Sesameseed Cake","fabio"
"24270","Luxembourg","LUX","Oilseed Cakes, Other","fabio"
"24271","Luxembourg","LUX","Wine","fabio"
"24272","Luxembourg","LUX","Beer","fabio"
"24273","Luxembourg","LUX","Beverages, Fermented","fabio"
"24274","Luxembourg","LUX","Beverages, Alcoholic","fabio"
"24275","Luxembourg","LUX","Alcohol, Non-Food","fabio"
"24276","Luxembourg","LUX","Cotton lint","fabio"
"24277","Luxembourg","LUX","Cattle","fabio"
"24278","Luxembourg","LUX","Buffaloes","fabio"
"24279","Luxembourg","LUX","Sheep","fabio"
"24280","Luxembourg","LUX","Goats","fabio"
"24281","Luxembourg","LUX","Pigs","fabio"
"24282","Luxembourg","LUX","Poultry Birds","fabio"
"24283","Luxembourg","LUX","Horses","fabio"
"24284","Luxembourg","LUX","Asses","fabio"
"24285","Luxembourg","LUX","Mules","fabio"
"24286","Luxembourg","LUX","Camels","fabio"
"24287","Luxembourg","LUX","Camelids, other","fabio"
"24288","Luxembourg","LUX","Rabbits and hares","fabio"
"24289","Luxembourg","LUX","Rodents, other","fabio"
"24290","Luxembourg","LUX","Live animals, other","fabio"
"24291","Luxembourg","LUX","Milk - Excluding Butter","fabio"
"24292","Luxembourg","LUX","Butter, Ghee","fabio"
"24293","Luxembourg","LUX","Eggs","fabio"
"24294","Luxembourg","LUX","Wool (Clean Eq.)","fabio"
"24295","Luxembourg","LUX","Bovine Meat","fabio"
"24296","Luxembourg","LUX","Mutton & Goat Meat","fabio"
"24297","Luxembourg","LUX","Pigmeat","fabio"
"24298","Luxembourg","LUX","Poultry Meat","fabio"
"24299","Luxembourg","LUX","Meat, Other","fabio"
"24300","Luxembourg","LUX","Offals, Edible","fabio"
"24301","Luxembourg","LUX","Fats, Animals, Raw","fabio"
"24302","Luxembourg","LUX","Hides and skins","fabio"
"24303","Luxembourg","LUX","Meat Meal","fabio"
"24304","Luxembourg","LUX","Pet food","fabio"
"24305","Luxembourg","LUX","Honey","fabio"
"24306","Luxembourg","LUX","Silk","fabio"
"24307","Luxembourg","LUX","Fish, Seafood","fabio"
"24308","Luxembourg","LUX","Wood fuel","fabio"
"24309","Luxembourg","LUX","Industrial roundwood, coniferous","fabio"
"24310","Luxembourg","LUX","Industrial roundwood, non-coniferous","fabio"
"24311","Serbia","SRB","Rice (Milled Equivalent)","fabio"
"24312","Serbia","SRB","Wheat and products","fabio"
"24313","Serbia","SRB","Barley and products","fabio"
"24314","Serbia","SRB","Maize and products","fabio"
"24315","Serbia","SRB","Rye and products","fabio"
"24316","Serbia","SRB","Oats","fabio"
"24317","Serbia","SRB","Millet and products","fabio"
"24318","Serbia","SRB","Sorghum and products","fabio"
"24319","Serbia","SRB","Cereals, Other","fabio"
"24320","Serbia","SRB","Potatoes and products","fabio"
"24321","Serbia","SRB","Cassava and products","fabio"
"24322","Serbia","SRB","Sweet potatoes","fabio"
"24323","Serbia","SRB","Roots, Other","fabio"
"24324","Serbia","SRB","Yams","fabio"
"24325","Serbia","SRB","Sugar cane","fabio"
"24326","Serbia","SRB","Sugar beet","fabio"
"24327","Serbia","SRB","Beans","fabio"
"24328","Serbia","SRB","Peas","fabio"
"24329","Serbia","SRB","Pulses, Other and products","fabio"
"24330","Serbia","SRB","Nuts and products","fabio"
"24331","Serbia","SRB","Soyabeans","fabio"
"24332","Serbia","SRB","Groundnuts (Shelled Eq)","fabio"
"24333","Serbia","SRB","Sunflower seed","fabio"
"24334","Serbia","SRB","Rape and Mustardseed","fabio"
"24335","Serbia","SRB","Seed cotton","fabio"
"24336","Serbia","SRB","Coconuts - Incl Copra","fabio"
"24337","Serbia","SRB","Sesame seed","fabio"
"24338","Serbia","SRB","Oil, palm fruit","fabio"
"24339","Serbia","SRB","Olives (including preserved)","fabio"
"24340","Serbia","SRB","Oilcrops, Other","fabio"
"24341","Serbia","SRB","Tomatoes and products","fabio"
"24342","Serbia","SRB","Onions","fabio"
"24343","Serbia","SRB","Vegetables, Other","fabio"
"24344","Serbia","SRB","Oranges, Mandarines","fabio"
"24345","Serbia","SRB","Lemons, Limes and products","fabio"
"24346","Serbia","SRB","Grapefruit and products","fabio"
"24347","Serbia","SRB","Citrus, Other","fabio"
"24348","Serbia","SRB","Bananas","fabio"
"24349","Serbia","SRB","Plantains","fabio"
"24350","Serbia","SRB","Apples and products","fabio"
"24351","Serbia","SRB","Pineapples and products","fabio"
"24352","Serbia","SRB","Dates","fabio"
"24353","Serbia","SRB","Grapes and products (excl wine)","fabio"
"24354","Serbia","SRB","Fruits, Other","fabio"
"24355","Serbia","SRB","Coffee and products","fabio"
"24356","Serbia","SRB","Cocoa Beans and products","fabio"
"24357","Serbia","SRB","Tea (including mate)","fabio"
"24358","Serbia","SRB","Hops","fabio"
"24359","Serbia","SRB","Pepper","fabio"
"24360","Serbia","SRB","Pimento","fabio"
"24361","Serbia","SRB","Cloves","fabio"
"24362","Serbia","SRB","Spices, Other","fabio"
"24363","Serbia","SRB","Jute","fabio"
"24364","Serbia","SRB","Jute-Like Fibres","fabio"
"24365","Serbia","SRB","Soft-Fibres, Other","fabio"
"24366","Serbia","SRB","Sisal","fabio"
"24367","Serbia","SRB","Abaca","fabio"
"24368","Serbia","SRB","Hard Fibres, Other","fabio"
"24369","Serbia","SRB","Tobacco","fabio"
"24370","Serbia","SRB","Rubber","fabio"
"24371","Serbia","SRB","Fodder crops","fabio"
"24372","Serbia","SRB","Grazing","fabio"
"24373","Serbia","SRB","Cottonseed","fabio"
"24374","Serbia","SRB","Palm kernels","fabio"
"24375","Serbia","SRB","Sugar non-centrifugal","fabio"
"24376","Serbia","SRB","Molasses","fabio"
"24377","Serbia","SRB","Sugar, Refined Equiv","fabio"
"24378","Serbia","SRB","Sweeteners, Other","fabio"
"24379","Serbia","SRB","Soyabean Oil","fabio"
"24380","Serbia","SRB","Groundnut Oil","fabio"
"24381","Serbia","SRB","Sunflowerseed Oil","fabio"
"24382","Serbia","SRB","Rape and Mustard Oil","fabio"
"24383","Serbia","SRB","Cottonseed Oil","fabio"
"24384","Serbia","SRB","Palmkernel Oil","fabio"
"24385","Serbia","SRB","Palm Oil","fabio"
"24386","Serbia","SRB","Coconut Oil","fabio"
"24387","Serbia","SRB","Sesameseed Oil","fabio"
"24388","Serbia","SRB","Olive Oil","fabio"
"24389","Serbia","SRB","Ricebran Oil","fabio"
"24390","Serbia","SRB","Maize Germ Oil","fabio"
"24391","Serbia","SRB","Oilcrops Oil, Other","fabio"
"24392","Serbia","SRB","Soyabean Cake","fabio"
"24393","Serbia","SRB","Groundnut Cake","fabio"
"24394","Serbia","SRB","Sunflowerseed Cake","fabio"
"24395","Serbia","SRB","Rape and Mustard Cake","fabio"
"24396","Serbia","SRB","Cottonseed Cake","fabio"
"24397","Serbia","SRB","Palmkernel Cake","fabio"
"24398","Serbia","SRB","Copra Cake","fabio"
"24399","Serbia","SRB","Sesameseed Cake","fabio"
"24400","Serbia","SRB","Oilseed Cakes, Other","fabio"
"24401","Serbia","SRB","Wine","fabio"
"24402","Serbia","SRB","Beer","fabio"
"24403","Serbia","SRB","Beverages, Fermented","fabio"
"24404","Serbia","SRB","Beverages, Alcoholic","fabio"
"24405","Serbia","SRB","Alcohol, Non-Food","fabio"
"24406","Serbia","SRB","Cotton lint","fabio"
"24407","Serbia","SRB","Cattle","fabio"
"24408","Serbia","SRB","Buffaloes","fabio"
"24409","Serbia","SRB","Sheep","fabio"
"24410","Serbia","SRB","Goats","fabio"
"24411","Serbia","SRB","Pigs","fabio"
"24412","Serbia","SRB","Poultry Birds","fabio"
"24413","Serbia","SRB","Horses","fabio"
"24414","Serbia","SRB","Asses","fabio"
"24415","Serbia","SRB","Mules","fabio"
"24416","Serbia","SRB","Camels","fabio"
"24417","Serbia","SRB","Camelids, other","fabio"
"24418","Serbia","SRB","Rabbits and hares","fabio"
"24419","Serbia","SRB","Rodents, other","fabio"
"24420","Serbia","SRB","Live animals, other","fabio"
"24421","Serbia","SRB","Milk - Excluding Butter","fabio"
"24422","Serbia","SRB","Butter, Ghee","fabio"
"24423","Serbia","SRB","Eggs","fabio"
"24424","Serbia","SRB","Wool (Clean Eq.)","fabio"
"24425","Serbia","SRB","Bovine Meat","fabio"
"24426","Serbia","SRB","Mutton & Goat Meat","fabio"
"24427","Serbia","SRB","Pigmeat","fabio"
"24428","Serbia","SRB","Poultry Meat","fabio"
"24429","Serbia","SRB","Meat, Other","fabio"
"24430","Serbia","SRB","Offals, Edible","fabio"
"24431","Serbia","SRB","Fats, Animals, Raw","fabio"
"24432","Serbia","SRB","Hides and skins","fabio"
"24433","Serbia","SRB","Meat Meal","fabio"
"24434","Serbia","SRB","Pet food","fabio"
